AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0.43673298,0.23089685,0.6094627,0.2948279,0.5050943,1.0,0.8095321,0.26324636,1.0,0.14572564,0.44828075,0.76171374,0.22594014,1.0,0.46829367,0.03088857,0.999308,0.67391443,0.071691684,0.82504004
0.50710416,0.3361222,0.9092791,0.25958288,0.5553485,1.0,0.5296813,0.14022933,1.0,0.33741906,0.3822232,0.4497233,0.31784427,1.0,0.46928552,0.050145227,0.9999051,0.80748135,0.03048442,0.8355997
0.44136664,0.26580104,0.42623928,0.31279096,0.38898185,1.0,0.72320765,0.55379665,1.0,0.11778996,0.554669,0.23009968,0.19980752,1.0,0.70804834,0.043845456,0.999856,0.7566424,0.16616186,0.38035253
0.38890213,0.24375556,0.3629809,0.24142602,0.7123585,1.0,0.48516318,0.9773007,1.0,0.83976156,0.78539413,0.22950119,0.29358748,1.0,0.3571107,0.01009163,0.9996761,0.7331411,0.08502011,0.67923385
0.39193895,0.19198427,0.2801275,0.28533193,0.041886985,0.0,0.22816603,0.000184979,1.0,0.027529143,0.3312941,0.14740583,0.6306194,0.0,0.6848859,0.58307546,0.13309085,0.1378054,0.3915652,0.20166162
0.5019063,0.34454823,0.39701357,0.33075806,0.3807107,1.0,0.30334607,0.030241068,1.0,0.4570344,0.41852847,0.07617642,0.42425936,1.0,0.59289324,0.39872304,0.89484775,0.38949132,0.33256918,0.06383201
0.25163785,0.18555732,0.86316246,0.24076141,0.7711846,1.0,0.782481,0.9962675,1.0,0.9474722,0.6863217,0.30679613,0.28457347,1.0,0.24585374,0.013538885,0.99985397,0.8557502,0.012165287,0.86424595
0.4292205,0.3104925,0.38852063,0.2745946,0.17777261,0.0,0.35318577,0.036474973,1.0,0.17171662,0.12929697,0.66888165,0.57724535,0.0,0.23477136,0.49604905,0.13369265,0.14312927,0.31914705,0.6690307
0.46737644,0.36824968,0.41358525,0.342259,0.35904717,1.0,0.26771674,0.90930206,1.0,0.31858736,0.49024147,0.7330288,0.4190844,1.0,0.5575184,0.054705545,0.99988496,0.81031066,0.14540392,0.16573033
0.68806815,0.23466124,0.6154784,0.25293422,0.12445228,0.0,0.34443313,0.0044890535,0.0,0.02577391,0.16289327,0.28953668,0.4896922,0.0,0.4608949,0.32326275,0.29652947,0.29035065,0.20726594,0.63568425
0.39353237,0.34854195,0.6334219,0.24513386,0.7719125,1.0,0.6295902,0.96040297,0.0,0.8610838,0.5981602,0.44856894,0.39098212,1.0,0.58501416,0.02874445,0.99995565,0.55945307,0.097402364,0.85277
0.58773756,0.18436101,0.31513327,0.24896652,0.7100552,0.0,0.4600539,0.018975746,0.0,0.7083202,0.8140678,0.3951791,0.5098271,1.0,0.46903208,0.041949462,0.99192154,0.7697599,0.11544466,0.3556266
0.38560188,0.36534765,0.44795415,0.39010924,0.05019755,0.0,0.15170287,0.21431108,0.0,0.023850622,0.18788528,0.41015893,0.39045513,0.0,0.63018066,0.23571363,0.009785908,0.093853794,0.3974095,0.04423223
0.412241,0.186954,0.91358036,0.38680962,0.46686858,1.0,0.6901155,0.9983839,1.0,0.12238366,0.39125675,0.35355726,0.2003536,1.0,0.46924603,0.028573334,0.9998369,0.8584687,0.093615696,0.4812812
0.4919297,0.31062022,0.4556896,0.75317496,0.043997847,0.0,0.12948038,0.016014293,1.0,0.033321694,0.27126375,0.4970412,0.49447337,0.0,0.61308384,0.38018087,0.26336798,0.074868634,0.37089112,0.046111252
0.61927146,0.31810138,0.1490058,0.58221775,0.54397553,1.0,0.3070239,0.80147296,1.0,0.47745448,0.5006874,0.23897637,0.23340979,1.0,0.5895698,0.008467318,0.9996611,0.6727914,0.07923495,0.0688628
0.37813187,0.26720053,0.5545207,0.34300536,0.3986792,1.0,0.5338114,0.3700601,1.0,0.40559852,0.5451114,0.6755923,0.34760016,1.0,0.5221391,0.03343346,0.9993206,0.69871557,0.04936336,0.47005194
0.21700054,0.07236525,0.74792576,0.2348496,0.54575866,0.0,0.6878626,0.76773757,1.0,0.37922063,0.6799062,0.49581143,0.5559471,1.0,0.6960237,0.043476246,0.7953846,0.11490119,0.14203657,0.25245938
0.4340121,0.3521087,0.62426186,0.40045652,0.08285113,0.0,0.24649604,0.0024744538,1.0,0.031030899,0.13021468,0.6372744,0.4557116,0.0,0.4897975,0.4349488,0.8582051,0.15870386,0.42140976,0.10249027
0.34511626,0.392914,0.3443955,0.367202,0.0777607,0.0,0.121197216,0.07334668,1.0,0.17474541,0.44848895,0.14550965,0.413523,0.0,0.46137953,0.34919116,0.5275376,0.06754862,0.21317069,0.055909496
0.52296835,0.20352313,0.3634369,0.3829724,0.058762077,0.0,0.114019126,0.051683594,0.0,0.019346898,0.23182192,0.5178079,0.5244471,0.0,0.5936334,0.41483986,0.05403814,0.073893465,0.05741656,0.05324339
0.31915328,0.17761727,0.36761957,0.5827208,0.3144139,0.0,0.118336506,0.0004789682,0.0,0.2895503,0.56491023,0.07771649,0.45044953,0.0,0.37694615,0.59497756,0.04926654,0.11264306,0.15976976,0.05644371
0.3606266,0.19247296,0.6676459,0.32424015,0.10174278,0.0,0.1988654,0.0019194349,0.0,0.0598667,0.38203973,0.815595,0.44337565,0.0,0.5134187,0.6747152,0.0027917693,0.056610975,0.2208368,0.047970634
0.54996556,0.39400634,0.071689636,0.61631566,0.07235467,0.0,0.13952771,0.00026239638,0.0,0.15508822,0.32387954,0.13112867,0.43145078,1.0,0.618149,0.6514017,0.6445488,0.10761203,0.08252973,0.077069655
0.41466528,0.27704474,0.16956119,0.5488876,0.061232332,0.0,0.14739066,0.0039725075,0.0,0.021380553,0.3330675,0.09712976,0.43104097,0.0,0.6618017,0.3949912,0.3529917,0.15860286,0.36770546,0.051628303
0.43349102,0.11093385,0.23760936,0.40584874,0.07668753,0.0,0.15993308,0.12262932,0.0,0.07171458,0.3387636,0.108278565,0.47015515,0.0,0.55996585,0.15381913,0.23728684,0.09251313,0.21758497,0.059260197
0.37182242,0.307963,0.64111465,0.36447147,0.12307674,1.0,0.19505797,0.54967827,1.0,0.06384161,0.37803814,0.28898972,0.3086749,1.0,0.65785205,0.031534705,0.99180615,0.83065885,0.24771978,0.03829579
0.2954809,0.2726298,0.19616792,0.46885964,0.4506869,0.0,0.25830552,0.70987916,0.0,0.6279401,0.75565284,0.15678419,0.3021229,1.0,0.12454255,0.010008443,0.99951565,0.51523334,0.028396126,0.033710744
0.29072616,0.39287755,0.72212857,0.40358648,0.58119696,1.0,0.59419364,0.49286774,1.0,0.8536442,0.595687,0.10571011,0.29842472,1.0,0.31096926,0.07820976,0.99833244,0.26659793,0.15638927,0.16830613
0.695192,0.6000405,0.44049275,0.6355399,0.11961476,0.0,0.30507052,0.955753,1.0,0.11090899,0.23556827,0.82108516,0.27880612,1.0,0.53872883,0.028507534,0.9995072,0.8961614,0.12453772,0.16075082
0.5589658,0.64161205,0.1826893,0.68122715,0.041342657,0.0,0.12819122,0.005863556,1.0,0.03504039,0.40253156,0.2709146,0.49303386,0.0,0.4421617,0.704218,0.2100536,0.12243724,0.2098075,0.04924734
0.34607273,0.3071949,0.15051234,0.32339716,0.53139836,0.0,0.40613267,0.024706116,1.0,0.60134906,0.6989153,0.49545524,0.44887245,0.0,0.6296984,0.78430694,0.0013614856,0.017618058,0.32063016,0.31181744
0.1946256,0.16945687,0.2831302,0.53850216,0.1101108,0.0,0.21026388,0.00301277,0.0,0.057799317,0.37930036,0.3201603,0.43893605,0.0,0.663298,0.75756884,0.0074349325,0.06126147,0.5316036,0.03549574
0.45306867,0.16773044,0.8514354,0.37924847,0.13740283,0.0,0.23721565,0.031643685,0.0,0.072453335,0.24370138,0.6485037,0.5722964,0.0,0.29474008,0.5601149,0.28594294,0.09235266,0.16622053,0.15145643
0.25927162,0.1480538,0.47987255,0.3153723,0.17727171,0.0,0.39920405,0.17952393,0.0,0.07400364,0.6064203,0.23996338,0.63298017,0.0,0.79604435,0.6824199,0.25644377,0.05426091,0.4987582,0.21938536
0.3022269,0.14272927,0.8534773,0.25517735,0.20998944,1.0,0.6679772,0.12021341,1.0,0.27094668,0.5639287,0.53028584,0.3136633,1.0,0.53033245,0.019145852,0.99956864,0.6787116,0.12677091,0.7590656
0.3310189,0.38847095,0.84107816,0.35530365,0.071195014,0.0,0.12769695,0.015699575,0.0,0.033301607,0.25852525,0.17138779,0.48737654,0.0,0.6827232,0.4798923,0.01907153,0.049706507,0.40263596,0.030814474
0.6629937,0.3039921,0.4763619,0.45670527,0.25703,1.0,0.22576615,0.84094954,1.0,0.19198029,0.43252572,0.29473385,0.29290637,1.0,0.5480484,0.032245725,0.99941325,0.62531257,0.09189222,0.08851603
0.32133204,0.24682,0.30503494,0.44388387,0.1626977,0.0,0.20228109,0.08037613,0.0,0.46015868,0.43544132,0.22916,0.4202721,0.0,0.36584353,0.5151444,0.7927764,0.06509595,0.12824893,0.04728205
0.30210125,0.21736966,0.85649586,0.3303245,0.14553072,1.0,0.3872897,0.24997711,0.0,0.14755613,0.51692444,0.13016547,0.44769835,0.0,0.5932317,0.7918184,0.15334773,0.2573955,0.26859742,0.09818122
0.29469806,0.13196756,0.89982504,0.24494603,0.877946,1.0,0.8032206,0.97494227,1.0,0.6559653,0.594826,0.8252636,0.19914019,1.0,0.33591926,0.0179542,0.9998122,0.77139163,0.03791444,0.79450434
0.7174876,0.5532385,0.26246312,0.314645,0.1549542,0.0,0.39865217,0.7080252,1.0,0.32403934,0.5776927,0.46877763,0.3461698,1.0,0.60770935,0.07927808,0.9712342,0.5156757,0.04160772,0.32187855
0.35774353,0.10926467,0.42288783,0.33977932,0.067672834,0.0,0.11875722,0.0001875705,1.0,0.011209408,0.24810976,0.12663376,0.45034012,0.0,0.49655643,0.5059327,0.0149407545,0.07253219,0.03926664,0.0614662
0.4966978,0.17978087,0.5881675,0.3485424,0.10897806,0.0,0.30426678,0.5717923,1.0,0.042905316,0.24150248,0.7443466,0.39150426,0.0,0.39296374,0.55360496,0.84193647,0.60473776,0.0930507,0.2982326
0.38443995,0.16308077,0.4102075,0.41044816,0.18833145,0.0,0.24155495,0.3416906,1.0,0.38562182,0.60273075,0.08948667,0.34029874,1.0,0.64635354,0.053338427,0.9989183,0.4198019,0.13800853,0.07331712
0.22670224,0.15450773,0.43186775,0.27605894,0.062573045,0.0,0.22492011,0.011572851,0.0,0.033823676,0.5553919,0.48227748,0.4523611,0.0,0.8895568,0.6089071,0.21537748,0.2532515,0.28548747,0.46427515
0.6051839,0.5510571,0.22041573,0.23934905,0.45252648,1.0,0.4926699,0.886836,1.0,0.37609008,0.47789252,0.81649154,0.47189704,1.0,0.511684,0.041145787,0.9993672,0.6380259,0.11338895,0.64759606
0.6483066,0.45765194,0.3329379,0.50425065,0.05105897,0.0,0.10526895,0.0013145142,1.0,0.017669383,0.14272915,0.16168138,0.49767625,0.0,0.34291676,0.56005543,0.15751226,0.18391368,0.21956599,0.037346177
0.6995927,0.5647266,0.2734719,0.42026135,0.1719054,0.0,0.15909961,0.70262045,0.0,0.1878334,0.30616206,0.62764597,0.5196959,0.0,0.31986016,0.259233,0.39036787,0.21401016,0.10109149,0.115582146
0.40292472,0.1266181,0.53091204,0.4753749,0.11092189,1.0,0.14374472,0.025652656,0.0,0.05694917,0.59127337,0.27936333,0.35099712,0.0,0.722942,0.39193043,0.6788221,0.20732535,0.18145241,0.03159039
0.2923133,0.2606952,0.6866024,0.30645266,0.08893377,0.0,0.20017563,0.021299675,0.0,0.058187153,0.15861562,0.34074157,0.49884936,0.0,0.6108666,0.64441895,0.0044503207,0.034617722,0.17623277,0.15763278
0.25372908,0.25975937,0.8015213,0.28570378,0.71302545,1.0,0.6010577,0.21562162,0.0,0.5170431,0.78973514,0.19121386,0.3396352,1.0,0.48154876,0.18181904,0.9990994,0.60893387,0.18227835,0.82728165
0.55131924,0.15446003,0.68286264,0.4474986,0.07890516,0.0,0.15747128,0.03131225,1.0,0.037195455,0.572747,0.38426933,0.54711694,0.0,0.6882844,0.42537358,0.02064542,0.06010562,0.25321642,0.069170594
0.3289263,0.25627348,0.20651294,0.41066563,0.42260742,0.0,0.45553574,0.06265914,0.0,0.37378475,0.5430739,0.21445183,0.6121915,1.0,0.4253075,0.6481372,0.01001488,0.051175907,0.0139775975,0.50520337
0.27606055,0.20664532,0.19560756,0.3904423,0.5524045,1.0,0.34061965,0.11996018,1.0,0.72374177,0.7842496,0.6219037,0.5476072,0.0,0.46047497,0.6601739,0.81823987,0.11812987,0.08959406,0.06308704
0.6153387,0.63338476,0.19172598,0.52257574,0.06105948,0.0,0.13851802,0.006419611,0.0,0.033992276,0.11729505,0.11892586,0.4532033,0.0,0.48241976,0.15801744,0.39707604,0.12510028,0.27765802,0.090434924
0.5655729,0.24482213,0.74588734,0.37836057,0.08883374,0.0,0.20488009,0.11403685,0.0,0.082718216,0.22734612,0.57044554,0.39544907,0.0,0.638539,0.40335688,0.06877173,0.25957194,0.6308519,0.047970604
0.33446068,0.1952511,0.5794897,0.33497813,0.21087031,0.0,0.3978288,0.60891086,0.0,0.24893442,0.4880905,0.40304342,0.3868604,0.0,0.6337613,0.5944379,0.1603662,0.09775171,0.30855072,0.20112234
0.5365141,0.54307663,0.60199696,0.318925,0.22758664,0.0,0.5995593,0.40425834,0.0,0.10143421,0.5000825,0.5102091,0.612399,0.0,0.4909422,0.35123408,0.9143448,0.13050878,0.33837506,0.26709947
0.2970454,0.11407783,0.48173922,0.5159081,0.079669096,0.0,0.14997041,0.18003355,0.0,0.0276492,0.50235313,0.54711723,0.37927884,0.0,0.52789086,0.48136625,0.06409457,0.14246674,0.116467886,0.04767435
0.33277628,0.47131252,0.54398876,0.26458013,0.7880588,1.0,0.6391948,0.9537848,0.0,0.9616139,0.86828554,0.14827895,0.28293353,1.0,0.15454055,0.15654056,0.99567515,0.2785112,0.09625261,0.17988631
0.44865355,0.3314947,0.55354863,0.40877143,0.19504198,0.0,0.22341122,0.2600273,0.0,0.09903169,0.27453366,0.42030737,0.28471744,1.0,0.4779952,0.021515664,0.9988589,0.6057624,0.13433853,0.08363504
0.17115755,0.25156158,0.9049078,0.26327896,0.27289277,1.0,0.24239941,0.14150478,0.0,0.16481705,0.83264667,0.38960114,0.5218783,0.0,0.606448,0.8323941,0.023569338,0.036869135,0.26651967,0.032290485
0.38714975,0.22421937,0.7845239,0.23483619,0.28288153,0.0,0.78385043,0.013162006,1.0,0.124825634,0.5968935,0.5657808,0.3284622,1.0,0.6447427,0.48061666,0.9956715,0.22298068,0.4867419,0.48435903
0.3009646,0.08703605,0.34098458,0.29521683,0.17604111,0.0,0.3955016,0.0141907055,0.0,0.14375784,0.21237022,0.4018103,0.30833614,0.0,0.50715613,0.17942284,0.965743,0.105360694,0.1281128,0.11681088
0.6199309,0.6002653,0.35257795,0.44215947,0.2896948,0.0,0.1576722,0.003247593,1.0,0.38182402,0.42452565,0.29742804,0.31316414,1.0,0.19923894,0.32011572,0.99238515,0.53291184,0.17944744,0.26901275
0.42706636,0.087670155,0.958282,0.26246285,0.08734489,0.0,0.65017354,0.068880014,0.0,0.019593196,0.51124954,0.3719091,0.47743297,0.0,0.7789937,0.60475445,0.030597795,0.18183587,0.3646395,0.7216884
0.61547714,0.36469248,0.25050923,0.44798276,0.13631798,1.0,0.1289715,0.052008938,0.0,0.10893385,0.2538661,0.44304186,0.57588035,0.0,0.4467358,0.4388571,0.0072816797,0.0992437,0.06343794,0.056294862
0.29191902,0.29036194,0.18266635,0.64173675,0.099794894,0.0,0.1451058,0.041082576,1.0,0.07121671,0.2563134,0.2678774,0.269782,1.0,0.40938428,0.02598737,0.9985154,0.6702431,0.2561086,0.085106656
0.33777472,0.29605162,0.64825064,0.3616952,0.1467503,0.0,0.18510151,0.17597196,1.0,0.08452284,0.5486042,0.62283385,0.6679229,0.0,0.69682497,0.9310453,0.12904531,0.12478732,0.60892886,0.038985573
0.3649497,0.22005136,0.37012172,0.28692457,0.13625927,0.0,0.18197118,0.009334476,0.0,0.03761887,0.19329254,0.5614473,0.41873538,1.0,0.19766192,0.2022207,0.9955825,0.5821418,0.112454906,0.22621784
0.6767835,0.6380872,0.24059792,0.7195783,0.067498066,0.0,0.15746145,0.0010060818,1.0,0.15669413,0.43788964,0.3489033,0.6167154,0.0,0.6147698,0.7314753,0.011903872,0.09283228,0.71601415,0.089241214
0.31419867,0.13534279,0.37282225,0.2191555,0.3981974,0.0,0.48464462,0.00056185835,0.0,0.31293342,0.62047523,0.09915889,0.5299895,1.0,0.28788644,0.4732293,0.0054162573,0.067223035,0.37457043,0.12798835
0.4454223,0.24061188,0.33174914,0.40266922,0.6808569,1.0,0.2970889,0.5738173,0.0,0.7077931,0.7121848,0.47788686,0.40238208,1.0,0.5016757,0.07321269,0.9908392,0.20068944,0.061859053,0.043931536
